wrds_filing_id,issuer_id,issuer_name,issuer_trading_symbol,issuer_sic,filing_date,acceptance_date,publication_date,document_10b5one_flag,reporting_owner_id,reporting_owner_name,is_director,is_officer,officer_title,is_other,other_text,is_ten_percent_owner,trans_date,trans_acquired_disposed_code,trans_code,trans_price_per_share,trans_shares,direct_or_indirect_ownership,equity_swap_involved,trans_form_type,shares_owned_following_trans,value_owned_following_trans,transaction_10b5one_flag
0001094285-23-000106,0001094285,TELEDYNE TECHNOLOGIES INC,TDY,3812,2023-09-01,2023-09-01,2023-09-01,0,0001284967,MAIN SUE,0,1,Senior VP & CFO,0,,0,2023-08-31,A,M,123,9230,D,0,4,49343,,
0001094285-23-000106,0001094285,TELEDYNE TECHNOLOGIES INC,TDY,3812,2023-09-01,2023-09-01,2023-09-01,0,0001284967,MAIN SUE,0,1,Senior VP & CFO,0,,0,2023-09-01,A,M,123,770,D,0,4,50113,,
0001094285-23-000106,0001094285,TELEDYNE TECHNOLOGIES INC,TDY,3812,2023-09-01,2023-09-01,2023-09-01,0,0001284967,MAIN SUE,0,1,Senior VP & CFO,0,,0,2023-08-31,D,S,420,9230,D,0,4,40883,,0
0001094285-23-000106,0001094285,TELEDYNE TECHNOLOGIES INC,TDY,3812,2023-09-01,2023-09-01,2023-09-01,0,0001284967,MAIN SUE,0,1,Senior VP & CFO,0,,0,2023-09-01,D,S,420,770,D,0,4,40113,,0
0001094285-23-000108,0001094285,TELEDYNE TECHNOLOGIES INC,TDY,3812,2023-09-01,2023-09-01,2023-09-01,0,0001555594,CIBIK MELANIE SUSAN,0,1,"Sr.VP, GenCounsel, CCO & Sec.",0,,0,2023-09-01,A,M,123,13000,D,0,4,40305,,
0001094285-23-000108,0001094285,TELEDYNE TECHNOLOGIES INC,TDY,3812,2023-09-01,2023-09-01,2023-09-01,0,0001555594,CIBIK MELANIE SUSAN,0,1,"Sr.VP, GenCounsel, CCO & Sec.",0,,0,2023-09-01,D,S,422,13000,D,0,4,27305,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1476,7,D,0,4,70709,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1478,3,D,0,4,70706,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1479,14,D,0,4,70692,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1479,14,D,0,4,70692,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1480,10,D,0,4,70682,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1480,10,D,0,4,70682,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1481,12,D,0,4,70670,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1481,12,D,0,4,70670,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1482,98,D,0,4,70572,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1482,98,D,0,4,70572,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1482,97,D,0,4,70475,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1482,97,D,0,4,70475,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1484,15,D,0,4,70460,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1484,15,D,0,4,70460,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1485,43,D,0,4,70417,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1485,43,D,0,4,70417,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1486,51,D,0,4,70366,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,2023-08-31,D,S,1486,51,D,0,4,70366,,1
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,,,,,,I,0,,2054,,0
0001096343-23-000190,0001096343,MARKEL GROUP INC.,MKL,6331,2023-09-01,2023-09-01,2023-09-01,1,0001184575,MARKEL STEVEN A,1,0,,0,,0,,,,,,I,0,,15000,,0
0001103646-23-000008,0001880343,"FRESH VINE WINE, INC.",VINE,2080,2023-09-01,2023-09-01,2023-09-01,0,0001103646,CSS LLC/IL,0,0,,0,,1,2023-08-29,D,S,1,10000,D,0,4,858093,,
0001103646-23-000008,0001880343,"FRESH VINE WINE, INC.",VINE,2080,2023-09-01,2023-09-01,2023-09-01,0,0001103646,CSS LLC/IL,0,0,,0,,1,2023-08-30,D,S,0,26014,D,0,4,832079,,0
0001103646-23-000008,0001880343,"FRESH VINE WINE, INC.",VINE,2080,2023-09-01,2023-09-01,2023-09-01,0,0001103646,CSS LLC/IL,0,0,,0,,1,2023-08-31,D,S,0,76880,D,0,4,755199,,0
0001103646-23-000008,0001880343,"FRESH VINE WINE, INC.",VINE,2080,2023-09-01,2023-09-01,2023-09-01,0,0001103646,CSS LLC/IL,0,0,,0,,1,2023-09-01,D,S,0,36273,D,0,4,718926,,0
0001104659-23-097494,0001804176,"BUTTERFLY NETWORK, INC.",BFLY,3844,2023-09-01,2023-09-01,2023-09-01,0,0001258790,DEVIVO JOSEPH,1,1,President & CEO,0,,0,2023-08-30,A,P,2,10000,D,0,4,4010000,,
0001104659-23-097576,0001018164,WILLIS LEASE FINANCE CORP,WLFC,5080,2023-09-01,2023-09-01,2023-09-01,0,0001129701,HUNZIKER HANS JORG,1,0,,0,,0,2023-08-30,D,S,43,1352,D,0,4,26923,,0
0001104659-23-097576,0001018164,WILLIS LEASE FINANCE CORP,WLFC,5080,2023-09-01,2023-09-01,2023-09-01,0,0001129701,HUNZIKER HANS JORG,1,0,,0,,0,2023-08-31,D,S,43,429,D,0,4,26494,,0
0001104659-23-097613,0001778784,"PROVIDENT BANCORP, INC. /MD/",PVBC,6036,2023-09-01,2023-09-01,2023-09-01,0,0001113303,STILWELL JOSEPH,0,0,,0,,1,,,,,,I,0,,282925,,0
0001104659-23-097613,0001778784,"PROVIDENT BANCORP, INC. /MD/",PVBC,6036,2023-09-01,2023-09-01,2023-09-01,0,0001113303,STILWELL JOSEPH,0,0,,0,,1,2023-08-31,A,P,10,200,I,0,4,1448669,,0
0001104659-23-097613,0001778784,"PROVIDENT BANCORP, INC. /MD/",PVBC,6036,2023-09-01,2023-09-01,2023-09-01,0,0001113303,STILWELL JOSEPH,0,0,,0,,1,,,,,,I,0,,50000,,0
0001104659-23-097734,0000020520,"FRONTIER COMMUNICATIONS PARENT, INC.",FYBR,4813,2023-09-01,2023-09-01,2023-09-01,0,0001862508,"ASOF FRONTIER AIV B1, L.P.",0,0,,0,,1,,,,,,D,0,,9597579,,
0001104659-23-097739,0000897723,SANMINA CORP,SANM,3672,2023-09-01,2023-09-01,2023-09-01,0,0001564818,REID ALAN MCWILLIAMS,0,1,"EVP, Global Human Resources",0,,0,2023-08-31,D,S,56,3992,D,0,4,28352,,0
0001104659-23-097739,0000897723,SANMINA CORP,SANM,3672,2023-09-01,2023-09-01,2023-09-01,0,0001564818,REID ALAN MCWILLIAMS,0,1,"EVP, Global Human Resources",0,,0,2023-08-31,D,S,56,1352,D,0,4,27000,,0
0001104659-23-097746,0001177394,TD SYNNEX CORP,SNX,5045,2023-09-01,2023-09-01,2023-09-01,0,0001449433,"APOLLO MANAGEMENT HOLDINGS GP, LLC",0,0,,0,,1,2023-09-01,D,J,0,300333,I,0,4,35199549,,0
0001104659-23-097747,0001832511,P3 HEALTH PARTNERS INC.,PIII,8000,2023-09-01,2023-09-01,2023-09-01,0,0001703619,KAVTHEKAR ATUL,0,1,Chief Financial Officer,0,,0,2023-08-02,A,A,0,750000,D,0,4,768868,,0
0001104659-23-097748,0001177394,TD SYNNEX CORP,SNX,5045,2023-09-01,2023-09-01,2023-09-01,0,0001449433,"APOLLO MANAGEMENT HOLDINGS GP, LLC",0,0,,0,,1,2023-09-01,D,J,0,300333,I,0,4,35199549,,0
0001104659-23-097756,0001834376,INNOVAGE HOLDING CORP.,INNV,8000,2023-09-01,2023-09-01,2023-09-01,0,0001896463,BLAIR PATRICK T,0,1,President and CEO,0,,0,2023-08-30,A,A,0,105264,D,0,4,522160,,0
0001104659-23-097765,0001017491,"SEELOS THERAPEUTICS, INC.",SEEL,2834,2023-09-01,2023-09-01,2023-09-01,0,0001639479,GOLEMBIEWSKI MICHAEL JOSEPH,0,1,Chief Financial Officer,0,,0,2023-08-31,A,A,1,12500,D,0,5,103487,,0
0001104659-23-097766,0001442236,QUEST RESOURCE HOLDING CORP,QRHC,4953,2023-09-01,2023-09-01,2023-09-01,0,0001251565,WYNNEFIELD PARTNERS SMALL CAP VALUE LP I,0,0,,0,,1,2023-08-30,A,P,7,2440,D,0,4,1218583,,0
0001104659-23-097766,0001442236,QUEST RESOURCE HOLDING CORP,QRHC,4953,2023-09-01,2023-09-01,2023-09-01,0,0001251565,WYNNEFIELD PARTNERS SMALL CAP VALUE LP I,0,0,,0,,1,2023-08-30,A,P,7,2560,I,0,4,1375054,,0
0001104659-23-097766,0001442236,QUEST RESOURCE HOLDING CORP,QRHC,4953,2023-09-01,2023-09-01,2023-09-01,0,0001251565,WYNNEFIELD PARTNERS SMALL CAP VALUE LP I,0,0,,0,,1,2023-08-31,A,P,7,366,D,0,4,1218949,,0
0001104659-23-097768,0000742278,RPC INC,RES,1389,2023-09-01,2023-09-01,2023-09-01,0,0001632522,ROLLINS PAM R,1,0,,0,,0,2023-08-31,D,G,0,50046,D,0,4,1090143,,0
0001104659-23-097770,0001770561,CORONADO GLOBAL RESOURCES INC.,ASX:CRN,1220,2023-09-01,2023-09-01,2023-09-01,,0001991892,ALLEN AIMEE R.,1,0,,0,,0,,,,,,D,0,,0,,
0001104659-23-097776,0001770561,CORONADO GLOBAL RESOURCES INC.,ASX:CRN,1220,2023-09-01,2023-09-01,2023-09-01,,0001807821,WILSON JAN C.,1,0,,0,,0,,,,,,D,0,,0,,
0001104659-23-097778,0001925531,"NEW MOUNTAIN GUARDIAN IV BDC, L.L.C.",NONE,,2023-09-01,2023-09-01,2023-09-01,,0001989682,"NEW MOUNTAIN GUARDIAN IV RATED FEEDER I, LTD",0,0,,0,,1,,,,,,D,0,,11550000,,
0001104659-23-097792,0001670592,"YETI HOLDINGS, INC.",YETI,,2023-09-01,2023-09-01,2023-09-01,1,0001951755,MCMULLEN MICHAEL JOHN,0,1,CFO,0,,0,2023-08-30,D,S,48,2460,D,0,4,36949,,0
0001104659-23-097792,0001670592,"YETI HOLDINGS, INC.",YETI,,2023-09-01,2023-09-01,2023-09-01,1,0001951755,MCMULLEN MICHAEL JOHN,0,1,CFO,0,,0,2023-08-30,D,S,48,2460,D,0,4,36949,,1
0001104659-23-097798,0001551182,EATON CORP PLC,ETN,3590,2023-09-01,2023-09-01,2023-09-01,0,0001689107,OKRAY THOMAS B,0,1,See Remarks below.,0,,0,2023-08-31,A,M,152,4950,D,0,4,12317,,
0001104659-23-097798,0001551182,EATON CORP PLC,ETN,3590,2023-09-01,2023-09-01,2023-09-01,0,0001689107,OKRAY THOMAS B,0,1,See Remarks below.,0,,0,2023-08-31,D,S,231,4950,D,0,4,7367,,
0001104659-23-097799,0000924901,"VERIS RESIDENTIAL, INC.",VRE,6798,2023-09-01,2023-09-01,2023-09-01,0,0001815349,KATZ A. AKIVA,1,0,,0,,0,2023-08-30,D,S,19,100000,I,0,4,5206537,,0
0001104659-23-097799,0000924901,"VERIS RESIDENTIAL, INC.",VRE,6798,2023-09-01,2023-09-01,2023-09-01,0,0001815349,KATZ A. AKIVA,1,0,,0,,0,2023-08-31,D,S,19,10607,I,0,4,5195930,,0
0001104659-23-097813,0001356576,"SUPERNUS PHARMACEUTICALS, INC.",SUPN,2834,2023-09-01,2023-09-01,2023-09-01,0,0001539494,MARTIN TAMI TILLOTSON,0,1,"Sr. V.P., Regulatory Affairs",0,,0,2023-08-30,A,M,24,8100,D,0,4,93349,,
0001104659-23-097813,0001356576,"SUPERNUS PHARMACEUTICALS, INC.",SUPN,2834,2023-09-01,2023-09-01,2023-09-01,0,0001539494,MARTIN TAMI TILLOTSON,0,1,"Sr. V.P., Regulatory Affairs",0,,0,2023-08-30,D,S,32,8100,D,0,4,85249,,0
0001104659-23-097853,0001621227,ADAPTIMMUNE THERAPEUTICS PLC,ADAP,2836,2023-09-01,2023-09-01,2023-09-01,0,0001555851,RAWCLIFFE ADRIAN,1,1,Chief Executive Officer,0,,0,2023-09-01,D,S,1,2403,D,0,4,3449,,0
0001104659-23-097865,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001824092,BRADBURY ERIK,0,1,Chief Accounting Officer,0,,0,2023-09-01,A,M,,964,D,0,4,26138,,0
0001104659-23-097865,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001824092,BRADBURY ERIK,0,1,Chief Accounting Officer,0,,0,2023-09-01,D,F,30,447,D,0,4,25691,,
0001104659-23-097865,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001824092,BRADBURY ERIK,0,1,Chief Accounting Officer,0,,0,2023-09-01,A,M,,802,D,0,4,26493,,0
0001104659-23-097865,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001824092,BRADBURY ERIK,0,1,Chief Accounting Officer,0,,0,2023-09-01,D,F,30,372,D,0,4,26121,,
0001104659-23-097866,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001404430,DODGE R STANTON,0,1,Chief Legal Officer,0,,0,2023-09-01,A,M,,11029,D,0,4,653599,,0
0001104659-23-097866,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001404430,DODGE R STANTON,0,1,Chief Legal Officer,0,,0,2023-09-01,D,F,30,4826,D,0,4,648773,,
0001104659-23-097866,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001404430,DODGE R STANTON,0,1,Chief Legal Officer,0,,0,2023-09-01,A,M,3,23691,D,0,4,672464,,0
0001104659-23-097866,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001404430,DODGE R STANTON,0,1,Chief Legal Officer,0,,0,2023-09-01,D,S,30,23691,D,0,4,648773,,0
0001104659-23-097866,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001404430,DODGE R STANTON,0,1,Chief Legal Officer,0,,0,2023-09-01,D,S,30,23691,D,0,4,648773,,1
0001104659-23-097867,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810190,KALISH MATTHEW,1,1,See Remarks,0,,0,2023-09-01,A,M,,22059,D,0,4,2827626,,0
0001104659-23-097867,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810190,KALISH MATTHEW,1,1,See Remarks,0,,0,2023-09-01,D,F,30,10666,D,0,4,2816960,,
0001104659-23-097867,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810190,KALISH MATTHEW,1,1,See Remarks,0,,0,,,,,,I,0,,257722,,
0001104659-23-097867,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810190,KALISH MATTHEW,1,1,See Remarks,0,,0,,,,,,I,0,,196279,,
0001104659-23-097868,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810204,LIBERMAN PAUL,1,1,See Remarks,0,,0,2023-09-01,A,M,,22059,D,0,4,1770193,,0
0001104659-23-097868,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810204,LIBERMAN PAUL,1,1,See Remarks,0,,0,2023-09-01,D,F,30,10666,D,0,4,1759527,,
0001104659-23-097868,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810204,LIBERMAN PAUL,1,1,See Remarks,0,,0,,,,,,I,0,,1260583,,
0001104659-23-097868,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810204,LIBERMAN PAUL,1,1,See Remarks,0,,0,,,,,,I,0,,272357,,
0001104659-23-097868,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810204,LIBERMAN PAUL,1,1,See Remarks,0,,0,,,,,,I,0,,13597,,
0001104659-23-097868,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810204,LIBERMAN PAUL,1,1,See Remarks,0,,0,,,,,,I,0,,200000,,
0001104659-23-097868,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810204,LIBERMAN PAUL,1,1,See Remarks,0,,0,,,,,,I,0,,200000,,
0001104659-23-097869,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810235,PARK JASON,0,1,Chief Financial Officer,0,,0,2023-09-01,A,M,,14117,D,0,4,249797,,0
0001104659-23-097869,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810235,PARK JASON,0,1,Chief Financial Officer,0,,0,2023-09-01,D,F,30,6826,D,0,4,242971,,
0001104659-23-097869,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810235,PARK JASON,0,1,Chief Financial Officer,0,,0,,,,,,I,0,,42689,,
0001104659-23-097869,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810235,PARK JASON,0,1,Chief Financial Officer,0,,0,,,,,,I,0,,100000,,
0001104659-23-097870,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810231,ROBINS JASON,1,1,See Remarks,0,,0,2023-09-01,A,M,,37500,D,0,4,3829483,,0
0001104659-23-097870,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810231,ROBINS JASON,1,1,See Remarks,0,,0,2023-09-01,D,F,30,18132,D,0,4,3811351,,
0001104659-23-097870,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810231,ROBINS JASON,1,1,See Remarks,0,,0,,,,,,I,0,,586696,,
0001104659-23-097870,0001883685,DRAFTKINGS INC.,DKNG,7990,2023-09-01,2023-09-01,2023-09-01,0,0001810231,ROBINS JASON,1,1,See Remarks,0,,0,,,,,,I,0,,83000,,
0001104659-23-097891,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001796968,CHANG LEONARD R.,0,1,Sr. Managing Dir/Head of M&A,0,,0,2023-08-31,A,M,,947643,D,0,4,947643,,0
0001104659-23-097891,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001796968,CHANG LEONARD R.,0,1,Sr. Managing Dir/Head of M&A,0,,0,2023-08-31,D,D,53,947643,D,0,4,0,,0
0001104659-23-097894,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001344979,FELICIANI JOSEPH,1,0,,0,,0,2023-08-31,A,M,,28147,D,0,4,28147,,0
0001104659-23-097894,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001344979,FELICIANI JOSEPH,1,0,,0,,0,2023-08-31,D,D,53,28147,D,0,4,0,,0
0001104659-23-097895,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746246,KODIALAM RAJINI SUNDAR,1,1,Chief Operating Officer,0,,0,2023-08-31,A,M,,484019,D,0,4,484019,,0
0001104659-23-097895,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746246,KODIALAM RAJINI SUNDAR,1,1,Chief Operating Officer,0,,0,2023-08-31,D,D,53,484019,D,0,4,0,,0
0001104659-23-097895,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746246,KODIALAM RAJINI SUNDAR,1,1,Chief Operating Officer,0,,0,2023-08-31,A,M,,937295,I,0,4,937295,,0
0001104659-23-097895,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746246,KODIALAM RAJINI SUNDAR,1,1,Chief Operating Officer,0,,0,2023-08-31,D,D,53,937295,I,0,4,0,,0
0001104659-23-097896,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001651168,NEUHOFF ELIZABETH R.,1,0,,0,,0,2023-08-31,A,M,,9611,D,0,4,9611,,0
0001104659-23-097896,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001651168,NEUHOFF ELIZABETH R.,1,0,,0,,0,2023-08-31,D,D,53,9611,D,0,4,0,,0
0001104659-23-097897,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001796907,MCGRANAHAN JOHN RUSSELL,0,1,General Counsel,0,,0,2023-08-31,A,M,,413124,D,0,4,414124,,0
0001104659-23-097897,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001796907,MCGRANAHAN JOHN RUSSELL,0,1,General Counsel,0,,0,2023-08-31,D,D,53,414124,D,0,4,0,,0
0001104659-23-097898,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001916750,LEMIEUX GEORGE,1,0,,0,,0,2023-08-31,A,M,,9611,D,0,4,9611,,0
0001104659-23-097898,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001916750,LEMIEUX GEORGE,1,0,,0,,0,2023-08-31,D,D,53,9611,D,0,4,0,,0
0001104659-23-097899,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001826140,MORGANROTH GREG S.,1,0,,0,,0,2023-08-31,A,M,,20311,D,0,4,20311,,0
0001104659-23-097899,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001826140,MORGANROTH GREG S.,1,0,,0,,0,2023-08-31,D,D,53,20311,D,0,4,0,,0
0001104659-23-097900,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746236,ADOLF RUEDIGER,1,1,CEO and Chairman,0,,0,2023-08-31,A,M,,1795225,D,0,4,1795225,,0
0001104659-23-097900,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746236,ADOLF RUEDIGER,1,1,CEO and Chairman,0,,0,2023-08-31,D,D,53,1795225,D,0,4,0,,0
0001104659-23-097900,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746236,ADOLF RUEDIGER,1,1,CEO and Chairman,0,,0,2023-08-31,A,M,,584552,I,0,4,584552,,0
0001104659-23-097900,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746236,ADOLF RUEDIGER,1,1,CEO and Chairman,0,,0,2023-08-31,D,D,53,584552,I,0,4,0,,0
0001104659-23-097901,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746394,SHANAHAN JAMES,0,1,Chief Financial Officer,0,,0,2023-08-31,A,M,,46269,I,0,4,46269,,0
0001104659-23-097901,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746394,SHANAHAN JAMES,0,1,Chief Financial Officer,0,,0,2023-08-31,D,D,53,46269,I,0,4,0,,0
0001104659-23-097901,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746394,SHANAHAN JAMES,0,1,Chief Financial Officer,0,,0,2023-08-31,A,M,,907468,I,0,4,907468,,0
0001104659-23-097901,0001651052,FOCUS FINANCIAL PARTNERS INC.,FOCS,6282,2023-09-01,2023-09-01,2023-09-01,0,0001746394,SHANAHAN JAMES,0,1,Chief Financial Officer,0,,0,2023-08-31,D,D,53,907468,I,0,4,0,,0
0001118417-23-000185,0001118417,"MODEL N, INC.",MODN,7370,2023-09-01,2023-09-01,2023-09-01,1,0001836002,GULATI MANISHA SHETTY,1,0,,0,,0,2023-09-01,D,S,27,944,D,0,4,9369,,1
